user_id,anime_id,rating
73272,940,8
32185,5764,7
5189,5040,9
67595,3588,8
58662,861,8
65836,3363,5
60506,610,7
47159,18507,7
32507,28819,5
2580,8675,6
27731,7662,8
38997,9941,7
59774,12445,9
39480,1210,9
32449,13469,9
49786,120,7
1564,12365,10
12930,76,9
43393,1689,10
29275,71,8
44116,10711,7
29627,4535,7
71854,17265,8
34357,205,9
30761,9181,10
64354,10408,8
32507,33080,6
46192,5204,6
58606,4535,9
40491,3588,9
68978,199,9
59996,4473,8
22613,28977,9
7345,14293,4
32155,28223,7
70872,28285,6
18964,121,9
47961,6634,9
28938,15325,6
67547,5690,8
16410,8624,7
32912,22199,10
19052,11061,9
65836,31240,5
46136,4181,10
43428,10155,8
59531,563,9
67942,10897,7
52550,3655,7
40257,2251,9
27351,6201,7
3151,9471,10
28697,28215,5
7632,232,9
64382,15583,9
65251,11123,9
65415,18745,8
64690,23847,9
59531,1029,6
64636,3455,7
42905,4722,8
27754,199,7
34796,245,8
58143,4471,6
10480,66,8
67224,934,8
60898,343,6
69675,9253,10
7221,1889,8
34711,8424,5
30300,10162,8
49769,507,9
51921,1198,5
65866,3457,9
13320,22535,9
22455,4437,8
16132,523,10
72630,6098,6
6198,1696,10
40273,437,6
6035,6201,3
36163,20767,6
28259,3750,9
13569,21541,8
2836,29786,8
42276,14349,7
35288,6547,9
16410,849,9
73378,12487,8
62352,22199,7
46892,15565,8
4838,797,7
30741,1889,10
69514,237,10
6771,349,6
62889,23283,9
57674,6381,8
18030,10711,7
38745,10163,8
32185,11757,6
54713,4722,9
27754,2236,8
51080,450,8
55121,7337,6
37529,123,8
2165,11499,8
14187,8074,5
28697,1195,5
47372,3226,9
53255,3420,8
67737,16592,9
64636,8937,9
31297,20787,9
44004,25781,6
11747,11597,9
52011,5074,6
67689,88,7
9276,30307,7
60201,8934,6
48293,16001,9
40966,597,8
35280,23273,10
41334,12859,10
53653,13333,8
38672,24439,9
24750,25681,10
28631,889,8
47921,326,8
40273,13367,5
61816,16904,7
25873,4690,7
3500,467,8
51494,1887,8
12033,21039,8
12033,11319,5
38987,15225,8
22894,24703,6
49786,6791,5
38348,3087,7
38348,6852,5
19560,1604,9
1423,22199,6
24751,1815,8
12825,4052,7
41341,11111,9
11047,895,10
61070,12189,8
67671,31043,8
3399,15051,8
